record_id,district,place_name,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic,generation_date,distance_to_river_m_log1p,population_density_per_km2_log1p,rainfall_7d_mm_log1p,monthly_rainfall_mm_log1p,nearest_hospital_km_log1p,nearest_evac_km_log1p,elevation_m_yeojohnson,drainage_index_yeojohnson,ndvi_qmap,ndwi_qmap,built_up_percent_qmap,seasonal_index,terrain_roughness_index,socioeconomic_status_index,extreme_weather_index
F100010,Hambantota,Mahakumbura Central,7.183534,80.031359,92.0,2381.7,Wetland,Clay,Rainwater harvesting,Grid,Fair,477.0,4.1,Rural,72.3,257.2,0.779,0.446,0.429,Likely,2.0,49.0,5.57,9.61,0.3679,No,12013,No,Other,True,2025-01-22,7.961752886642134,6.169610732491456,4.816235958365527,5.824141658753152,1.8825138324965192,2.361796952625892,22.292112441758153,0.653527491370108,0.9896968352818815,1.47526936144686,-1.020888417483279,-0.005212761250997456,0.7175835737195326,0.3947717391242815,0.6882092036788932
F100011,Vavuniya,Kudathota North,6.187311,80.542764,54.0,1154.2,Urban,Silty,Rainwater harvesting,Off-grid (solar),Poor (unpaved),327.0,1.0,Urban,156.1,256.7,0.176,0.294,0.303,Likely,0.0,37.0,4.24,7.21,0.4093,Yes,12245,Yes,,True,2024-02-22,7.403425284599626,5.793013608384144,5.3341639228880195,5.822662896045314,1.6563214983329508,2.105352923464337,15.97012891640266,0.1678931845493154,0.4445338563564665,1.018778135032987,-5.199337582605575,0.4642568787790942,1.5583834084493042,0.5605774964423221,0.7872923870691081
F100013,Gampaha,Panakanda North,6.09325,80.923584,9.0,197.8,Agriculture,Clay,Well,Grid,Good (paved),1368.0,59.0,Urban,-10.950297600554926,200.3,,0.486,0.293,Likely,1.0,69.0,1.1,10.0,0.4705,No,20882,No,Other,True,2024-10-08,6.529707483302349,7.221835825288449,3.6950866616009392,5.640027898517024,0.7419373447293773,2.3978952727983707,4.842615538941847,,1.1257762007300158,0.9815403910462731,1.5999199507293822,-1.0720669576718653,0.6473300452577144,0.6066593022608798,0.6531556464195648
F100014,Kandy,Ihalamedura South,9.712932,80.518731,912.0,147.7,Urban,Loamy,Surface water,Grid,Good (paved),1188.0,62.7,Urban,22.8,352.3,0.595,0.257,0.138,Likely,2.0,47.0,3.72,8.99,0.4275,Yes,7063,No,High flood risk,True,2024-02-14,6.45377892466905,7.080867896690782,4.304056418645045,6.071823906897159,1.551808799597464,2.301584592660462,88.95603604706415,0.5169466135006314,0.3242539956857449,0.40880511937045716,1.73026139499996,0.4041468805877132,0.7405565753768774,0.6497200968347425,0.8075868375403097
F100016,Batticaloa,Panapola East,9.097953,79.855214,8.0,1594.9,Agriculture,Silty,Municipal,Grid,Poor (unpaved),447.0,37.6,Rural,48.2,68.4,0.632,0.151,-0.118,Unlikely,0.0,44.0,51.32990185811171,2.81,0.4192,No,7059,No,Poor infrastructure,True,2025-01-01,7.6412272506648655,6.104793232414985,4.599145655748406,5.007768328122392,3.957567944940197,1.3376291891386096,4.452518181536438,0.5451064751097042,-0.05522908732975686,-0.5820090863157499,0.6911210235519151,-0.039466797747679715,1.0416694634293933,0.4052121055372234,0.7318463041580618
F100017,Kegalle,Nayathota,9.191838,81.781309,6.0,3002.5,Plantation,Sandy,Municipal,Grid,Good (paved),385.0,1.0,Rural,185.6,90.8,0.431,0.143,0.123,Likely,0.0,61.0,2.69,12.18,0.0751,No,13155,No,High flood risk,True,2025-08-14,8.157627716885031,5.955837369464831,5.467213192218208,5.147323363204932,1.3056264580524357,2.578700529074361,3.613106114423562,0.38740914648829106,-0.08541441701016952,0.3534865321372101,-5.199337582605575,-0.5192338339229443,0.9399441412907439,0.6324982345609254,0.752631594632554
F100018,Nuwara Eliya,Pahalanuwara North,9.801051,79.677348,827.0,9913.7,Bare Soil,Silty,Well,Grid,Fair,745.0,21.8,Rural,1.8,544.5,0.36,0.344,-0.21,Unlikely,0.0,29.0,3.49,5.26,0.5516,Yes,4045,No,Poor infrastructure,True,2025-10-29,9.249666632481352,6.61472560020376,3.970279801882718,6.43882398813962,1.501852701754163,1.8341801851120072,83.94504625210246,0.32870093372409975,0.6241447422049652,-0.9397470063075931,-0.07786186080682236,-1.0285352493569522,0.6720129536581013,0.437437090858388,0.681200866331719
F100019,Matara,Panavila East,6.952797,80.669792,153.0,632.0,Forest,Sandy,Rainwater harvesting,Grid,Poor (unpaved),10.0,17.8,Rural,111.9,2.9,0.557,0.732,0.343,Likely,0.0,27.0,14.14,5.05,0.4092,Yes,18883,No,High flood risk; Poor infrastructure,True,2024-04-08,7.0205460967991264,2.3978952727983707,5.094359573907445,4.431656576812727,2.717340248009303,1.80005827204275,30.47941680134657,0.48763484622152414,1.972535143398612,1.1694006645176926,-0.2796060306706415,1.0055753885350214,0.7699518751503138,0.2496142106428825,0.5452621073121995
F100020,Gampaha,Udaranuwara North,6.049129,79.951167,70.0,2771.9,Scrub,Clay,Surface water,Grid,Good (paved),2455.0,48.3,Urban,124.6,95.0,0.285,0.036,-0.0,Unlikely,0.0,52.0,14.24,2.21,0.2567,Yes,3813,No,Other,True,2025-10-16,8.08926703716532,7.806289289267033,5.169343333853107,5.171452678992202,2.7239235502585,1.1662709371419244,18.802942898570727,0.26475256981105233,-0.48648036042064535,-0.11188964024158529,1.1546146901626584,-1.0829746034428211,0.5690142678068772,0.6486443434257689,0.7656770067339337
F100022,Vavuniya,Panakumbura West,9.65268,80.757262,33.0,7827.3,Wetland,Loamy,Municipal,Grid,Good (paved),10.0,1.0,Rural,52.9,258.7,0.204,0.027,0.054,Likely,0.0,69.0,0.33,1.11,0.7813,No,1728,No,Other,True,2024-04-14,9.025780041043436,2.3978952727983707,4.645345809275388,5.828564871539324,0.2851789422336624,0.7466879474879752,11.652840654860073,0.19324740048483283,-0.5206614945725153,0.09423192523971015,-5.199337582605575,1.1033741040586205,0.6152970310001434,0.33784857087380304,0.7716365297534692
F100024,Ampara,Galanuwara Central,6.048567,80.217983,84.0,1433.6,Agriculture,Peaty,Well,Grid,Good (paved),543.0,2.5,Rural,66.4,170.1,0.625,-0.17,0.055,Unlikely,0.0,76.0,12.45,4.14,0.5387,No,5325,No,Other,True,2025-08-20,7.560599991706417,6.298949246855942,4.767283576992222,5.526530330558104,2.598979106047848,1.6370530794670737,21.068008817246273,0.5398070963599344,-1.250178700248664,0.09675252955038427,-1.0867695294696786,-0.4298913036379214,0.6591098291717883,0.4894525470734076,0.6711020405284339
F100025,Mannar,Kiriwatta Central,8.266008,81.307851,175.0,1662.3,Plantation,Peaty,Tube-well,Grid,Fair,867.0,1.0,Rural,30.9,279.5,0.591,0.035,0.199,Likely,0.0,42.0,29.53,4.05,0.0332,No,1578,No,Poor infrastructure,True,2024-05-14,7.67308253002573,6.7661917146603505,4.407930197736086,5.887964995940147,3.4187098067467865,1.6193882432872684,33.08030287529467,0.5138800658135787,-0.4893066346558384,0.645630749275982,-5.199337582605575,1.0279057887187564,0.8658793202975863,0.5302291672417729,0.7801411456332307
F100027,Trincomalee,Ihalamulla East,8.672515,79.847703,45.0,1863.3,Plantation,,Tube-well,Grid,Poor (unpaved),142.0,16.2,Rural,-43.269318155975995,306.9,0.369,0.524,-0.111,Unlikely,0.0,48.0,8.04,14.31,0.3987,Yes,4451,No,Other,True,2024-04-17,7.762467478127629,4.962844630259907,2.0706580708715263,5.961187207046399,2.201659174404085,2.7285062096695922,14.223663839643995,0.3362381317564209,1.2529876254001933,-0.551075993139237,-0.3668730515305163,1.0405267659141515,0.8450562725236748,0.476775290587502,0.4326899793602595
F100028,Vavuniya,Galakumbura Central,9.452662,80.533001,34.0,946.2,Scrub,Loamy,Well,Grid,Poor (unpaved),840.0,1.0,Rural,31.9,332.7,0.27,-0.119,-0.1,Unlikely,0.0,51.0,17.95,9.32,0.6168,No,8455,No,Other,True,2024-06-07,7.267942473016691,6.734591659972948,4.420036977227584,6.025553294456503,2.9418039315284354,2.334083760053417,11.880243289322328,0.2517091864271056,-1.053106263987631,-0.507774333474583,-5.199337582605575,0.7248192383618204,0.532704510476568,0.45736720318680196,0.528410982151517
F100030,Trincomalee,Welimedura,7.300069,80.058595,41.0,4781.8,Forest,Loamy,Rainwater harvesting,Grid,Fair,10.0,46.9,Rural,604.0215454019168,220.7,0.394,0.152,0.118,Likely,0.0,15.0,10.67,16.34,0.0,Yes,5604,No,Other,True,2024-10-28,8.569633400419983,2.3978952727983707,6.4849724360093735,5.709998352588264,2.4570214462984645,2.853015971352396,13.40188949590443,0.35702758290234876,-0.05146002009662893,0.329547705774435,1.0988685719132687,-1.0863935314147202,0.6998766766148636,0.45561008135972236,1.0
F100031,Puttalam,Nayakumbura East,6.397384,80.180789,163.0,361.9,Agriculture,Loamy,Municipal,Grid,Fair,575.0,13.0,Rural,171.8,89.5,0.726,0.363,-0.062,Unlikely,1.0,55.0,7.08,0.2,0.133,No,5472,No,Other,True,2025-06-13,6.744409832002221,6.3561076606958915,5.407168892915209,5.139735212929606,2.089391872533004,0.18232155679395462,31.679685579196477,0.6150481127853223,0.6927148969290061,-0.36285029751352643,-0.5249763962160622,0.3265099511914161,0.7807471093849457,0.5098353599988725,0.8551179225476987
F100032,Polonnaruwa,Nayathota East,6.905317,80.949672,47.0,361.9,Agriculture,Loamy,Municipal,Grid,No road access,234.0,36.3,Rural,580.6167602823581,60.7,0.335,-0.118,-0.403,Unlikely,0.0,29.0,5.05,5.88,0.2935,Yes,13009,No,High flood risk; Poor infrastructure; No road access,True,2024-08-19,6.744409832002221,5.459585514144159,6.448598399862392,4.95491516996695,1.80005827204275,1.9286186519452522,14.623306654847912,0.3076136914144348,-1.048747612726431,-1.6806471699920587,0.6333171952445416,-0.5582561825178192,1.2267133174142466,0.4502317675840374,0.9338078088443278
F100035,Ratnapura,Udarakumbura East,8.427803,80.571176,19.0,1606.1,Plantation,Clay,Surface water,Grid,Poor (unpaved),10.0,10.2,Rural,137.7,195.0,0.237,0.889,0.168,Likely,0.0,43.0,33.28,4.48,0.0,Yes,10743,No,High flood risk; Poor infrastructure,True,2025-08-22,7.646591510890169,2.3978952727983707,5.241214376330218,5.621018685614299,3.534562093729579,1.7011051009599243,8.10143525504057,0.22270085184517782,2.411437554978388,0.5235370133423165,-0.6674190444558503,-0.4393229810584302,0.8524414800226372,0.34528174034011183,1.0
F100036,Mannar,Polakanda East,8.699449,81.187164,38.0,3458.5,Forest,Sandy,Municipal,Grid,Fair,854.0,22.3,Rural,15.1,250.3,0.55,0.528,-0.333,Unlikely,0.0,61.0,4.15,8.84,0.5328,No,2985,No,Other,True,2024-05-30,8.280431774029639,6.75110146893676,4.194180215175247,5.803539030352603,1.6389967146756448,2.286455711064162,12.76386038826094,0.48219092889461307,1.2696643851806635,-1.4097749057680067,-0.05146002009662907,0.9616198942156312,0.7946838629359755,0.39928786149302276,0.7786975586796633
F100037,Monaragala,Kudapitiya,6.090212,80.024138,65.0,,Agriculture,Peaty,Well,Grid,Good (paved),506.0,6.4,Rural,18.1,368.6,0.477,,0.152,Likely,0.0,32.0,5.49,5.45,0.3409,Yes,5658,No,Other,True,2024-08-14,,6.2285110035911835,4.238435643316145,6.108737610477844,1.8702625307159986,1.864080130807681,17.949400804497532,0.4245621456626974,,0.46121460457058916,-0.8845926423808339,-0.4588502474693684,0.6140604840941961,0.5363097232078003,0.678730529602353
F100039,Badulla,Nayamedura Central,7.882171,80.147721,1127.0,69.1,Plantation,Silty,Rainwater harvesting,Mixed,Fair,490.0,1.0,Rural,144.3,204.5,0.798,0.475,0.056,Unlikely,0.0,31.0,10.32,0.41,0.5655,Yes,45391,No,High flood risk; Poor infrastructure,True,2024-06-30,6.321663128283254,6.19644412779452,5.275557095969436,5.654839297201241,2.4265710727750367,0.3435897043900769,100.82575226912324,0.6671624151517732,1.0887225007402812,0.10053459398770496,-5.199337582605575,0.6355411759224955,1.2319405323657806,0.39360726492775633,0.8041128157127089
F100040,Puttalam,Kirithota,9.156107,80.861403,123.0,1468.6,Agriculture,Sandy,Well,,Good (paved),700.0,38.2,Rural,44.3,130.0,0.254,-0.039,-0.169,Unlikely,0.0,12.0,3.28,4.44,0.5179,No,2831,No,Other,True,2024-05-11,7.578655700487223,6.55250788703459,4.55911952584534,5.352666200159379,1.4539530095937054,1.6937790608678513,26.66631290096543,0.2376989616228908,-0.7647096737863871,-0.7748328448180759,0.7184619962535121,0.7920739341054968,0.5697472012000192,0.382683570245391,0.5996229293660438
F100042,Kurunegala,Welikumbura East,6.048764,,78.0,1987.3,Forest,Sandy,Well,Grid,Fair,602.0,21.7,Rural,60.0,227.1,0.203,0.184,-0.033,Unlikely,,,2.55,3.89,0.5589,Yes,7457,No,Other,True,2025-05-28,7.813873546491244,6.401917196727186,4.711324609186591,5.7309778745372055,1.2669476034873244,1.5871923034867808,20.117994049538556,0.1923477224726209,0.05774223145986299,-0.24584036910272783,-0.08289637816794465,0.776013458776323,1.8527573675682736,0.42189668864545443,0.6993007981526861
F100043,Matara,Kudavila East,9.770389,81.589787,82.0,1600.8,Agriculture,Silty,Municipal,Grid,Fair,775.0,16.8,Rural,3.9,117.2,0.717,0.431,-0.283,Unlikely,0.0,50.0,12.77,6.45,0.4947,No,4226,No,Other,True,2024-12-21,7.644056652559647,6.654152520183219,4.009138066098429,5.290136852080682,2.6224923127405635,2.0082140323914683,20.754550080549873,0.608447199708461,0.9339099412610543,-1.205071906652647,-0.3295477057744347,-0.4391854701988866,1.3057145293949506,0.4740585351298413,0.6400803892824715
F100044,Badulla,Kirimulla West,6.53723,80.0109,656.0,813.0,Agriculture,Clay,Surface water,Mixed,Fair,545.0,8.7,Rural,16.6,302.2,0.682,0.038,-0.149,Unlikely,0.0,34.0,0.07,10.24,0.7271,Yes,4814,No,Poor infrastructure,,2025-01-17,7.17042545849204,6.302618975744905,4.216552727134701,5.949002069651046,0.06765864847381481,2.419478844465545,73.15903649145032,0.5825874691193648,-0.47802468927861064,-0.6959079368789585,-0.7596773891978573,0.05347368791492531,0.7094325296008994,0.40464872953139813,0.6968840738067521
F100047,Trincomalee,Pahalakanda Central,8.179139,80.710948,64.0,1567.2,Urban,Sandy,Municipal,Grid,Fair,324.0,11.3,Urban,101.1,158.9,0.519,-0.043,-0.116,Unlikely,0.0,56.0,4.54,24.94,0.7784,Yes,5997,No,Other,True,2023-12-19,7.627835365868173,5.783825182329737,5.025848045088615,5.480932925857596,1.7119945007591926,3.255786178888298,17.77548656535047,0.45791188112893416,-0.7799242980174863,-0.5731153914071754,-0.6104835432900302,-0.6654421044733861,0.7930655196796046,0.6481198353178189,0.8556593817223306
F100049,Anuradhapura,Ihalakanda East,6.218243,80.543077,51.0,284.8,Scrub,Clay,Municipal,Grid,Good (paved),989.0,31.5,Rural,171.9,347.9,0.644,0.324,0.159,Likely,0.0,62.0,13.6,3.61,0.2731,Yes,7034,No,Other,True,2024-07-12,6.649240670579255,6.897704943128636,5.407617224183827,6.061621406511685,2.681021528714291,1.5282278570085572,15.402260397180797,0.5541610277742564,0.5539989277153303,0.48930663465583857,0.40744159301214816,0.16546456518344207,0.7112204228252136,0.5034929024596798,0.7201405001427633
F100050,Mannar,Ihalanuwara South,6.065054,80.018999,107.0,1154.7,Wetland,Clay,Well,Grid,Good (paved),645.0,48.2,Rural,193.7,167.4,0.297,0.226,-0.199,Likely,0.0,56.0,1.99,3.25,0.1332,Yes,8191,No,Other,True,2025-05-16,7.403729819538231,6.470799503782602,5.500847342825283,5.5157267930558245,1.095273387402595,1.4469189829363254,24.47432966356914,0.2751248405520194,0.21877306861158433,-0.8883093448377877,1.1521748037349777,0.7898694632000425,0.8124527395613719,0.35770567108691576,0.8989908972375659
F100051,Trincomalee,Panapola East,6.943616,80.690902,4.0,4054.0,Agriculture,Clay,Municipal,Grid,No road access,729.0,35.7,Rural,64.9,1424.1509209619128,0.228,-0.308,-0.143,Unlikely,1.0,49.0,7.99,7.93,0.3025,Yes,4774,No,No road access,True,2024-07-07,8.420990118187206,6.593044534142437,4.7544463597084485,7.3167617702767735,2.196112848483529,2.189416394888408,2.6652056774991015,0.21471302470007408,-1.7861555612610769,-0.6768541480424048,0.6104835432900303,0.050868294269827447,1.0102641908143004,0.42051451775073334,0.8032192131670245
F100052,Kilinochchi,Kudakanda West,7.541506,81.004175,25.0,2002.3,Agriculture,Sandy,Municipal,Grid,Good (paved),519.0,1.0,Rural,188.8,63.3,0.63,-0.118,-0.407,Unlikely,0.0,60.0,7.3,3.03,0.5434,No,5598,No,Other,True,2025-02-09,7.819916596705789,6.253828811575473,5.480636248694285,4.973075825753728,2.1162555148025524,1.3937663759585917,9.720727875943455,0.5435936928540979,-1.048747612726431,-1.7055704338395008,-5.199337582605575,0.45529109660913203,0.9749325302014824,0.4316868359918305,0.8492799248799245
F100053,Badulla,Pahalawatta South,6.85043,81.638347,762.0,1166.9,Wetland,Sandy,Municipal,Grid,Fair,272.0,1.0,Rural,43.7,-53.81236788737637,0.079,-0.017,0.748,Likely,1.0,30.0,34.56,0.79,0.5079,Yes,3357,No,Poor infrastructure,True,2025-02-19,7.411131877756485,5.60947179518496,4.552816941477189,3.3090164140581853,3.571221410645704,0.5822156198526637,79.96623549242014,0.07728916464215661,-0.6831778069051377,2.3531508868528124,-5.199337582605575,0.45934345357768447,0.9486623577346551,0.33051094374275897,0.6986044119364543
F100054,Hambantota,Pahalakanda East,9.693253,79.738523,52.0,260.5,Agriculture,Peaty,Well,Grid,Good (paved),669.0,18.5,Rural,133.3,255.4,,-0.16,,Unlikely,0.0,48.0,16.21,1.17,0.2678,Yes,4484,No,Other,True,2025-05-30,6.617266271292238,6.507277712385012,5.217645984262654,5.818807847682703,2.845490610223448,0.7747271675523681,15.593036565365729,,-1.2101372641333108,,-0.24454751539312974,0.6617453237066305,0.8657811516449221,0.4911233018692611,0.7113474060319109
F100056,Colombo,Kudakanda West,6.341894,81.113651,104.0,4205.7,Agriculture,Peaty,Municipal,Grid,Good (paved),1430.0,60.8,Urban,28.7,414.1,0.603,-0.439,-0.538,Unlikely,0.0,91.0,7.08,1.11,0.5159,No,2343,No,Other,True,2025-12-06,8.453848144554899,7.266128779556451,4.3807678187651,6.205104221267802,2.089391872533004,0.7466879474879752,24.048570972639805,0.5230665680956145,-2.2953675847535804,-2.229499005085936,1.6612577870701342,-0.46365275909179055,1.3525676118811187,0.5889049657701141,0.644287889764847
F100057,Anuradhapura,Pahalakanda South,8.096573,81.790827,55.0,564.9,Forest,Clay,Tube-well,Grid,Fair,95.0,1.0,Rural,17.4,156.7,0.875,0.733,-0.349,Unlikely,0.0,38.0,7.69,4.44,0.1748,No,2032,No,Other,True,2024-08-02,6.958731385942473,4.564348191467836,4.2282831773325045,5.47172670632478,2.162172939277301,1.6937790608678513,16.156521863721384,0.721594129612201,1.9747343881414543,-1.4715547920810814,-5.199337582605575,-0.4868052276118874,0.9494932417171988,0.4166028392235307,0.6787458411425872
F100058,Nuwara Eliya,Ihalagama South,7.144524,81.456808,35.0,1884.9,Agriculture,Loamy,Municipal,Grid,Fair,569.0,2.2,Rural,135.3,216.9,0.2,-0.134,-0.005,Unlikely,0.0,49.0,6.39,0.27,0.3603,No,12544,No,Other,True,2024-12-12,7.771614279386011,6.345636360828596,5.228427797176654,5.697330273829004,2.0001277349601105,0.23901690047049992,12.104944106357165,0.18964612463627287,-1.1210601441231978,-0.1321130235613776,-1.0978447837084992,-0.4671435526714864,0.8927110411165173,0.38990673920570895,1.0
F100059,Kurunegala,Polanuwara,6.354833,79.655814,,1800.5,Urban,Silty,Well,Mixed,Poor (unpaved),,30.4,Urban,152.9,58.9,0.446,0.214,0.147,Likely,0.0,52.0,,1.0,0.3845,No,16245,No,High flood risk,True,2024-05-27,7.7353886619866365,,5.318606924712416,4.942146374013457,,0.6931471805599453,,0.3995981811337097,0.17655256044863027,0.4417658421101638,0.3534865321372101,0.9373508646888371,0.6308115227401501,0.5522794400688236,0.7952322323697313
F100060,Trincomalee,Udukumbura West,8.884339,81.591293,38.0,47.8,Forest,,Municipal,Grid,Fair,411.0,42.0,Rural,,250.3,,0.76,0.244,Likely,1.0,59.0,0.88,7.73,0.0,Yes,12334,No,Other,True,2025-06-25,6.2826363054997785,6.021023349349527,,5.803539030352603,0.6312717768418579,2.166765369851511,12.76386038826094,,2.0668753539496096,0.802225683044881,0.9014156427236061,0.6897888058593791,0.4514377892953952,0.4901979345548058,0.06703838032655604
F100061,Gampaha,Galathota East,9.029122,80.246015,117.0,1025.6,Wetland,Loamy,Well,Off-grid (solar),Fair,2357.0,16.3,Urban,37.8,231.4,0.169,0.318,-0.039,Likely,0.0,36.0,3.8,2.71,0.7137,Yes,2003,No,Other,True,2024-12-20,7.321848226933944,7.765569081097317,4.488629157182634,5.7448302708085786,1.5686159179138452,1.3110318766193438,25.859032059295807,0.1615009320424725,0.5321897309193043,-0.26918439554517987,-0.3601717239541596,-0.5379041058650669,0.5601441609233995,0.6227188364714512,0.8105234937471665
